,SPY,DIA,QQQ,IWM,^FCHI,^GDAXI,^FTSE,^N225,^STOXX50E,^HSI,VNQ,SCHH,IYR,GLD,SLV,USO,UNG,DBA,PALL,CPER,BTC-USD,ETH-USD,TLT,IEF,SHY
2022-03-10,93972700.0,3317400.0,69362700.0,25661000.0,148747200.0,148856700.0,1139094000.0,95200000.0,61005800.0,2694300000.0,4034900.0,6969000.0,8782900.0,18455200.0,37767600.0,11738200.0,979475.0,4536700.0,105300.0,270300.0,31078064711,13292477213,26868900.0,11100100.0,4780300.0
2022-03-11,95636300.0,6923400.0,66228400.0,24990000.0,136389500.0,130836100.0,973207200.0,89600000.0,56506500.0,3020000000.0,5381600.0,1403300.0,5966300.0,14824700.0,32083100.0,7937300.0,1011950.0,2564100.0,126000.0,104000.0,26364890465,12382419582,15583800.0,5567600.0,2620800.0
2022-03-14,95729200.0,5640600.0,79802600.0,34969500.0,113227400.0,118949300.0,916048600.0,72600000.0,41810600.0,4096100000.0,4539900.0,1589700.0,8515900.0,13186400.0,31301100.0,9470000.0,1121125.0,3182000.0,349200.0,188300.0,24322159070,11244398839,24385000.0,8622500.0,3874900.0
2022-03-15,106219100.0,6648500.0,76471000.0,25464300.0,102702800.0,101279000.0,870528100.0,73200000.0,43611100.0,6012800000.0,5245000.0,6657300.0,6331600.0,16962300.0,25150000.0,13575300.0,871400.0,3719700.0,132500.0,121100.0,23934000868,12861105614,17518800.0,9294400.0,4999800.0
2022-03-16,144954800.0,9577100.0,105243000.0,31869700.0,145251100.0,138610100.0,1914129400.0,82300000.0,64059900.0,5501100000.0,6561300.0,1962000.0,8138300.0,17548100.0,32895300.0,7392700.0,1140575.0,2675400.0,144600.0,888200.0,39616916192,17915109769,25857700.0,12847300.0,5365100.0
2022-03-17,102676900.0,6032900.0,67810000.0,25783100.0,100583800.0,96870400.0,1095585500.0,89600000.0,47894200.0,4826200000.0,3844300.0,1218700.0,7172800.0,10954100.0,24339600.0,9653600.0,1408350.0,2197900.0,123900.0,1043000.0,22009601093,12685265194,19330600.0,7215900.0,4453400.0
2022-03-18,106345500.0,5903900.0,85446300.0,37092200.0,191790200.0,181197700.0,2316358900.0,108200000.0,63142100.0,4590500000.0,5815300.0,1217800.0,7229100.0,13996500.0,23821900.0,4440900.0,1079575.0,1799000.0,52300.0,210100.0,34421564942,15830879093,55891700.0,7509200.0,4946500.0
2022-03-21,88349800.0,4329900.0,73799100.0,26747500.0,78342900.0,69806300.0,811977600.0,103100000.0,30428700.0,2340000000.0,4571900.0,1553500.0,6595600.0,10582200.0,26595700.0,6410800.0,775225.0,5344800.0,82200.0,134300.0,24615543271,15206116098,26122000.0,11003600.0,5342500.0
2022-03-22,74650400.0,4430800.0,63345900.0,24699900.0,79017900.0,79554100.0,1017354500.0,98000000.0,32175200.0,2590400000.0,4749800.0,2302400.0,4695000.0,9621800.0,18807000.0,4175300.0,1315200.0,3391600.0,59200.0,83800.0,32004652376,16830539230,21830900.0,7710300.0,2931500.0
2022-03-23,79426100.0,4098700.0,70615500.0,19775000.0,76824400.0,76384100.0,859391300.0,88200000.0,34113400.0,2835700000.0,4595400.0,2433700.0,4720800.0,12557300.0,20826700.0,6155100.0,1286175.0,3799100.0,38000.0,128300.0,25242943069,16008767658,21266100.0,11222700.0,4184400.0
2022-03-24,64736900.0,3550000.0,53555300.0,19781200.0,82199900.0,77315500.0,737167300.0,71600000.0,31635100.0,2404800000.0,3893400.0,1194000.0,3886600.0,10970100.0,32930600.0,4417200.0,2025825.0,4133200.0,55300.0,94900.0,31042992291,18070503166,17141600.0,11112300.0,3311200.0
2022-03-25,77101300.0,3206200.0,57584200.0,19430400.0,73936900.0,73042400.0,870705400.0,67400000.0,28929500.0,2358200000.0,4495100.0,858000.0,5140500.0,7911100.0,17899400.0,7534500.0,1971275.0,2659100.0,139600.0,91100.0,30574413034,17030503831,25684500.0,9055600.0,4601800.0
2022-03-28,68529800.0,2962400.0,56833900.0,18999100.0,78385700.0,70588000.0,775526800.0,65300000.0,33829800.0,2200300000.0,4130800.0,1095100.0,5069500.0,9489700.0,21405200.0,8934500.0,1266300.0,3978400.0,104800.0,66200.0,36362175703,20620450770,17657800.0,12858500.0,2991200.0
2022-03-29,86581500.0,4711800.0,68073000.0,29550600.0,110146300.0,99659400.0,1172893900.0,77700000.0,50862600.0,2259300000.0,5350500.0,1765500.0,11486900.0,10458900.0,30815100.0,8954800.0,1486375.0,4256100.0,168400.0,90400.0,31397059069,19533323636,19319700.0,7539900.0,4640300.0
2022-03-30,79666900.0,3909800.0,68757700.0,26251500.0,80090300.0,76506500.0,1036020900.0,83400000.0,34135500.0,2729600000.0,5216200.0,1059000.0,6047100.0,8361300.0,25616600.0,5239100.0,1667025.0,3382400.0,186600.0,113700.0,29333883962,15302506131,16310200.0,6430100.0,5826600.0
2022-03-31,121699900.0,3978900.0,67011400.0,26771600.0,81436400.0,88194400.0,925410900.0,78600000.0,35964000.0,2226300000.0,7466900.0,1612100.0,11802300.0,9844400.0,27145300.0,10749400.0,2505275.0,2748000.0,67000.0,121300.0,33327427106,17685495686,19901000.0,9147200.0,5328800.0
2022-04-01,89048800.0,3560200.0,54527800.0,25948500.0,65149500.0,72477600.0,811395500.0,66800000.0,28145300.0,1937500000.0,6568700.0,1356700.0,8195800.0,13034400.0,47311800.0,4926700.0,1406600.0,1578200.0,34900.0,153500.0,38162644287,20982988937,23489700.0,10237000.0,10292300.0
2022-04-04,59601000.0,3829900.0,45950200.0,20333900.0,65186300.0,69362800.0,837403600.0,50300000.0,26730400.0,1868100000.0,6311800.0,2235800.0,6140300.0,7063100.0,34757100.0,6157100.0,1481125.0,1818100.0,33300.0,118600.0,32499785455,18209969743,13609900.0,7372100.0,5015400.0
2022-04-05,74214500.0,4331700.0,62738700.0,26509800.0,103817600.0,79130600.0,1212100600.0,64300000.0,33315200.0,2308950000.0,4993700.0,3327000.0,8433700.0,10828500.0,42303300.0,7542800.0,2801900.0,3493100.0,68300.0,124400.0,29640604055,16681503199,25196900.0,9675600.0,4694600.0
2022-04-06,106898000.0,5431300.0,90077100.0,34903900.0,104806100.0,104304600.0,1102885900.0,68700000.0,46123100.0,2749800000.0,5050800.0,2775200.0,9412400.0,8942100.0,32631200.0,7040900.0,3948225.0,2217500.0,64500.0,79000.0,39393395788,25632563639,22952000.0,9054400.0,7479700.0
2022-04-07,78097200.0,4599900.0,63777400.0,29291200.0,94476400.0,84791200.0,1153908000.0,71100000.0,34691100.0,2079000000.0,5338200.0,1080600.0,8487900.0,10140600.0,33647600.0,5749300.0,4221775.0,1680300.0,34500.0,103600.0,26101973106,16745496605,23458800.0,5518900.0,6184500.0
2022-04-08,79272700.0,4535900.0,61956100.0,25249600.0,91669300.0,74244800.0,919254100.0,78100000.0,32208000.0,1739900000.0,5941000.0,866700.0,7789900.0,10655700.0,30242700.0,5666300.0,2131300.0,5542100.0,202000.0,948900.0,27215995394,17557050669,26859200.0,8091800.0,4539500.0
2022-04-11,89770500.0,5344400.0,66107400.0,33702300.0,87321100.0,69814800.0,835767000.0,73500000.0,28850700.0,2104900000.0,4315700.0,1553700.0,7436300.0,10071300.0,40735800.0,5209400.0,2185225.0,5246900.0,95400.0,766800.0,33949912166,21891804831,30020700.0,7356400.0,6705400.0
2022-04-12,84363600.0,4501400.0,72790200.0,33699800.0,84720600.0,104676200.0,772543400.0,75300000.0,33593000.0,2045300000.0,5094800.0,1644900.0,9739400.0,12024600.0,40646600.0,6839800.0,3312275.0,3947400.0,78100.0,405600.0,30991500854,20235707410,23124200.0,12211000.0,5658800.0
2022-04-13,74070400.0,3605000.0,61367800.0,22303600.0,72469400.0,80458200.0,742706800.0,71600000.0,27163700.0,1696900000.0,4673100.0,709900.0,7387700.0,8651600.0,32672500.0,6918900.0,3141950.0,2928800.0,83800.0,77800.0,27691105228,16088473629,17189500.0,6346100.0,4808100.0
