,SPY,DIA,QQQ,IWM,^FCHI,^GDAXI,^FTSE,^N225,^STOXX50E,^HSI,VNQ,SCHH,IYR,GLD,SLV,USO,UNG,DBA,PALL,CPER,BTC-USD,ETH-USD,TLT,IEF,SHY
2022-01-03,453.34319158205653,341.7424286074697,392.4379755767235,215.91928243456238,7245.66015625,16069.3798828125,7520.7998046875,29323.7890625,4348.66015625,23605.029296875,100.23501754591372,23.68519071636039,105.870374960971,169.00999450683594,21.25,55.15999984741211,51.2400016784668,18.065823328126967,176.3000030517578,27.040000915527344,47510.7265625,3836.19873046875,128.54159909220726,101.97459155902523,76.23970199405225
2022-01-04,455.3640226406569,344.8810312550531,392.7699369055104,216.33835236361406,7332.2099609375,16202.580078125,7520.7998046875,29323.7890625,4390.58984375,23439.30078125,100.09704663928694,23.626974963874968,105.31719443173736,169.72000122070312,21.3700008392334,56.04999923706055,51.119998931884766,18.157249188246407,176.69000244140625,27.329999923706055,47406.546875,3876.78515625,126.0834189405559,101.51111693881232,76.2665023803711
2022-01-05,453.46652025004556,345.1518087547204,386.5310077811532,215.17634437420386,7384.85986328125,16285.349609375,7530.0,29388.16015625,4395.77978515625,23323.76953125,98.99327980056427,23.36276091798686,104.20182887240918,170.92999267578125,21.510000228881836,56.47999954223633,51.720001220703125,18.0566805828524,178.05999755859375,27.18000030517578,46929.046875,3842.059814453125,126.10971529055097,101.52003706255414,76.23972829058728
2022-01-06,446.67373898346636,340.62137279646214,378.1928218277302,209.94717225988254,7316.06005859375,16156.5595703125,7516.89990234375,29158.94921875,4372.4501953125,23082.94921875,96.76854470376044,22.856721204456314,101.68089007401036,167.75,20.6299991607666,57.310001373291016,51.52000045776367,17.99268241359273,174.82000732421875,26.6200008392334,43748.71875,3549.708984375,125.47986693745179,100.90503219792608,76.13269636539529
2022-01-07,445.136796056588,339.8929014955718,376.6404893322303,209.90909554282933,7269.64990234375,16044.2802734375,7485.2998046875,28813.08984375,4335.72021484375,23497.5,96.44948059589419,22.79851110720622,101.22748611379129,168.00999450683594,20.75,57.040000915527344,52.84000015258789,18.13896369934082,180.57000732421875,26.940000534057617,43153.5703125,3420.4619140625,125.30489731434508,100.7178719010152,76.1148512094971
2022-01-10,441.8542026119388,337.4174664820194,371.64155317622925,205.1561440616455,7250.240234375,16015.33984375,7496.10009765625,28643.2802734375,4324.64013671875,23790.51953125,95.28536071299281,22.538771350265698,100.04863423986009,168.3000030517578,20.829999923706055,56.779998779296875,55.2400016784668,18.02925108680439,178.52999877929688,26.700000762939453,42199.484375,3177.21337890625,124.92871656415835,100.49502662774464,76.07914224919165
2022-01-11,445.7535381343844,338.84675841440924,376.86503060745645,207.48022394066072,7227.7099609375,15979.990234375,7497.10009765625,28473.470703125,4303.169921875,23863.830078125,95.43195189941956,22.543249105228963,100.34788388639625,170.30999755859375,21.09000015258789,58.279998779296875,56.560001373291016,18.120677860518985,179.92999267578125,27.06999969482422,43001.15625,3247.511962890625,125.64605766943794,100.70891276363623,76.0702133178711
2022-01-12,448.93171449389314,340.53734274827906,380.9755632064589,208.95657580693563,7249.8798828125,16061.5,7564.2001953125,28814.310546875,4328.759765625,24402.169921875,96.03558289094812,22.677596340021807,101.00984994444536,170.75,21.479999542236328,59.16999816894531,64.76000213623047,18.16639493373881,181.16000366210938,28.079999923706055,44135.3671875,3401.219970703125,125.9785193609999,101.10109730061984,76.07914224919165
2022-01-13,448.6281630526107,341.06976854156557,380.26279988791094,207.82310790865836,7227.35009765625,16090.2900390625,7566.5,28660.44921875,4335.490234375,24561.48046875,96.13904523431451,22.704464197915225,101.09145844554654,170.22000122070312,21.479999542236328,59.130001068115234,60.2400016784668,18.1481081670142,176.85000610351562,27.799999237060547,44278.421875,3396.9697265625,126.33714594588089,101.0744104891354,76.0880856060931
2022-01-14,441.2376164067843,336.0909715260662,371.35838691746574,204.21316172914126,7171.39990234375,15970.7001953125,7568.2001953125,28252.9609375,4307.47998046875,24383.3203125,94.84556210793988,22.413378265004315,99.69497458884409,170.55999755859375,21.329999923706055,59.97999954223633,57.2400016784668,18.230392456054688,178.50999450683594,27.170000076293945,43346.6875,3330.76611328125,125.49737018221938,100.79805293999537,76.05239614680184
2022-01-17,438.80419635331225,334.01731188986037,369.3421990203198,203.2797476345824,7213.7001953125,15962.7001953125,7616.10009765625,28449.990234375,4310.490234375,24408.880859375,94.37561846683558,22.31038275656186,99.18261553815131,170.28499603271484,21.59000015258789,60.53499984741211,57.579999923706055,18.25782004420021,178.50499725341797,27.09000015258789,43179.390625,3355.8193359375,124.55695519571853,100.40142312153301,75.9854706552734
2022-01-18,436.37077629984026,331.9436522536545,367.3260111231739,202.34633354002352,7175.4599609375,15843.580078125,7613.10009765625,28690.33984375,4293.580078125,24385.05078125,93.90567482573127,22.207387248119407,98.67025648745852,170.00999450683594,21.850000381469727,61.09000015258789,57.91999816894531,18.28524763234573,178.5,27.010000228881836,42534.40234375,3236.01611328125,123.61654020921767,100.00479330307067,75.91854516374497
2022-01-19,436.03863833780343,332.12103143615525,365.8321571138356,199.50789976321147,7211.240234375,15898.0498046875,7614.89990234375,27958.169921875,4302.169921875,24286.140625,94.30231490163129,22.314865606898348,99.17808837072616,172.19000244140625,22.389999389648438,61.900001525878906,57.20000076293945,18.559526443481445,189.86000061035156,27.399999618530273,42478.3046875,3171.158447265625,123.96645821468402,100.02262701662923,75.93644206980345
